# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
17 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 127500 8.35e+01 9.37e+01
18 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 135000 8.65e+01 9.46e+01
19 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 142500 8.76e+01 9.56e+01
20 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 150000 8.74e+01 9.52e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 7500 6.28e-01 4.28e+00
2 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 15000 2.42e+00 6.86e+00
3 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 22500 3.27e+01 3.76e+01
4 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 30000 7.19e+01 7.55e+01
5 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 37500 7.21e+01 7.58e+01
6 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 45000 8.27e+01 8.53e+01
7 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 52500 8.70e+01 8.98e+01
8 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 60000 8.42e+01 8.75e+01
9 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 67500 8.63e+01 8.98e+01
10 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 75000 9.08e+01 9.40e+01
11 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 82500 8.64e+01 9.03e+01
12 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 90000 9.03e+01 9.33e+01
13 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 97500 9.08e+01 9.39e+01
14 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 105000 8.74e+01 9.28e+01
15 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 112500 8.14e+01 9.04e+01
16 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 120000 8.52e+01 9.71e+01
17 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 127500 8.47e+01 9.41e+01
18 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 135000 8.84e+01 9.51e+01
19 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 142500 8.85e+01 9.48e+01
20 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 150000 8.89e+01 9.65e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 7500 5.76e-01 4.15e+00
2 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 15000 2.47e+00 7.31e+00
3 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 22500 3.19e+01 3.75e+01
4 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 30000 6.36e+01 6.70e+01
5 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 37500 7.60e+01 7.94e+01
6 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 45000 7.96e+01 8.23e+01
7 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 52500 8.91e+01 9.30e+01
8 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 60000 9.24e+01 9.57e+01
9 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 67500 8.58e+01 8.91e+01
10 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 75000 8.80e+01 9.18e+01
11 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 82500 8.92e+01 9.26e+01
12 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 90000 8.76e+01 9.12e+01
13 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 97500 8.83e+01 9.29e+01
14 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 105000 8.70e+01 9.31e+01
15 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 112500 8.71e+01 9.50e+01
16 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 120000 8.56e+01 9.45e+01
17 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 127500 8.53e+01 9.52e+01
18 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 135000 8.66e+01 9.57e+01
19 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 142500 8.51e+01 9.32e+01
20 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 150000 9.21e+01 9.90e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 7500 6.08e-01 4.23e+00
2 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 15000 2.22e+00 6.50e+00
3 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 22500 3.10e+01 3.64e+01
4 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 30000 7.28e+01 7.72e+01
5 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 37500 7.44e+01 7.81e+01
6 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 45000 8.50e+01 8.91e+01
7 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 52500 8.80e+01 9.24e+01
8 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 60000 8.91e+01 9.20e+01
9 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 67500 8.97e+01 9.30e+01
10 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 75000 9.08e+01 9.43e+01
11 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 82500 9.10e+01 9.46e+01
12 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 90000 8.76e+01 9.19e+01
13 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 97500 8.75e+01 9.26e+01
14 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 105000 7.88e+01 8.87e+01
15 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 112500 7.85e+01 9.06e+01
16 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 120000 7.69e+01 8.77e+01
17 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 127500 8.35e+01 9.46e+01
18 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 135000 8.22e+01 9.39e+01
19 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 142500 8.48e+01 9.44e+01
20 A3C 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 150000 8.72e+01 9.40e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 7500 2.67e-01 4.16e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 15000 3.91e-01 5.25e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 22500 7.65e-01 9.06e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 30000 1.82e+00 1.91e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 37500 3.51e+00 3.77e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 45000 4.90e+00 5.60e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 52500 6.18e+00 6.44e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 60000 6.61e+00 6.43e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 67500 8.21e+00 6.30e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 75000 9.61e+00 6.55e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 82500 9.99e+00 7.82e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 90000 1.05e+01 7.95e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 97500 1.05e+01 8.65e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 105000 1.08e+01 8.49e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 112500 1.15e+01 8.03e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 120000 1.34e+01 8.74e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 127500 1.13e+01 7.95e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 135000 1.40e+01 8.32e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 142500 1.36e+01 8.21e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 0 150000 1.43e+01 8.40e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 7500 2.69e-01 4.27e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 15000 3.80e-01 5.49e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 22500 7.36e-01 9.21e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 30000 1.54e+00 1.90e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 37500 2.33e+00 3.08e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 45000 3.91e+00 4.62e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 52500 5.66e+00 5.67e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 60000 7.35e+00 6.12e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 67500 8.78e+00 6.45e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 75000 9.93e+00 7.11e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 82500 9.82e+00 7.04e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 90000 1.22e+01 8.14e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 97500 1.23e+01 7.81e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 105000 1.16e+01 7.69e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 112500 1.25e+01 8.50e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 120000 1.21e+01 8.11e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 127500 1.26e+01 8.10e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 135000 1.34e+01 8.51e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 142500 1.25e+01 8.69e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 1 150000 1.18e+01 8.33e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 7500 2.64e-01 4.20e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 15000 3.97e-01 5.28e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 22500 7.71e-01 8.97e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 30000 1.46e+00 1.78e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 37500 2.32e+00 3.29e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 45000 3.63e+00 4.68e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 52500 4.40e+00 5.62e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 60000 5.67e+00 6.23e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 67500 6.90e+00 6.68e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 75000 7.79e+00 6.44e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 82500 8.37e+00 7.12e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 90000 9.46e+00 7.89e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 97500 1.02e+01 7.67e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 105000 1.16e+01 8.05e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 112500 1.05e+01 7.90e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 120000 1.14e+01 8.29e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 127500 1.17e+01 8.27e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 135000 1.16e+01 8.18e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 142500 1.29e+01 8.58e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 2 150000 1.15e+01 7.94e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 7500 2.80e-01 4.13e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 15000 3.88e-01 5.02e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 22500 8.53e-01 8.80e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 30000 2.02e+00 1.75e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 37500 4.82e+00 4.20e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 45000 6.68e+00 6.51e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 52500 7.63e+00 7.16e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 60000 8.31e+00 7.23e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 67500 8.68e+00 7.53e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 75000 8.58e+00 7.35e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 82500 8.95e+00 6.52e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 90000 1.25e+01 7.80e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 97500 1.10e+01 7.32e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 105000 1.22e+01 8.33e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 112500 1.14e+01 7.62e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 120000 1.34e+01 8.63e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 127500 1.32e+01 8.43e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 135000 1.30e+01 7.93e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 142500 1.47e+01 8.45e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 3 150000 1.43e+01 8.28e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 7500 2.47e-01 4.07e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 15000 4.22e-01 5.35e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 22500 8.31e-01 9.34e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 30000 1.70e+00 1.96e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 37500 3.10e+00 3.62e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 45000 3.64e+00 4.49e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 52500 4.70e+00 5.51e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 60000 5.25e+00 5.42e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 67500 7.33e+00 7.02e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 75000 9.82e+00 7.17e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 82500 9.77e+00 7.37e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 90000 9.66e+00 7.41e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 97500 9.91e+00 7.48e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 105000 1.17e+01 8.10e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 112500 1.12e+01 7.94e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 120000 1.20e+01 8.26e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 127500 1.30e+01 8.48e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 135000 1.23e+01 8.14e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 142500 1.41e+01 8.64e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 4 150000 1.41e+01 8.28e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 7500 2.91e-01 4.25e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 15000 4.17e-01 5.41e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 22500 7.92e-01 8.57e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 30000 1.73e+00 1.82e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 37500 3.43e+00 3.78e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 45000 5.39e+00 5.43e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 52500 6.79e+00 5.74e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 60000 9.11e+00 6.03e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 67500 9.60e+00 6.74e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 75000 1.03e+01 6.84e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 82500 1.23e+01 7.90e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 90000 1.26e+01 7.59e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 97500 1.32e+01 8.14e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 105000 1.20e+01 8.06e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 112500 1.29e+01 8.48e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 120000 1.28e+01 7.70e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 127500 1.35e+01 8.16e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 135000 1.32e+01 8.26e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 142500 1.31e+01 8.23e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 5 150000 1.34e+01 8.84e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 7500 2.69e-01 4.21e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 15000 4.13e-01 5.41e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 22500 8.53e-01 9.97e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 30000 1.93e+00 1.92e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 37500 3.70e+00 3.65e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 45000 5.77e+00 5.58e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 52500 6.50e+00 6.16e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 60000 1.00e+01 7.06e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 67500 9.62e+00 7.01e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 75000 9.98e+00 7.13e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 82500 1.02e+01 7.49e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 90000 1.15e+01 7.95e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 97500 1.21e+01 7.95e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 105000 1.13e+01 7.76e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 112500 1.16e+01 7.75e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 120000 1.31e+01 8.38e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 127500 1.29e+01 8.56e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 135000 1.33e+01 8.75e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 142500 1.43e+01 8.40e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 6 150000 1.50e+01 8.82e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 7500 2.74e-01 4.17e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 15000 3.54e-01 5.03e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 22500 7.85e-01 8.48e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 30000 1.59e+00 1.54e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 37500 3.45e+00 3.26e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 45000 5.67e+00 5.60e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 52500 6.34e+00 6.20e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 60000 8.20e+00 6.93e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 67500 1.02e+01 7.43e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 75000 1.13e+01 7.13e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 82500 1.25e+01 7.17e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 90000 1.17e+01 7.48e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 97500 1.26e+01 8.07e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 105000 1.30e+01 8.75e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 112500 1.29e+01 8.39e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 120000 1.30e+01 8.28e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 127500 1.27e+01 8.85e+01
18 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 135000 1.14e+01 8.86e+01
19 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 142500 1.28e+01 8.96e+01
20 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 7 150000 1.36e+01 9.02e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 7500 2.64e-01 4.01e+00
2 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 15000 3.63e-01 5.04e+00
3 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 22500 6.67e-01 8.34e+00
4 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 30000 1.43e+00 1.56e+01
5 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 37500 3.06e+00 3.30e+01
6 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 45000 4.45e+00 5.25e+01
7 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 52500 6.08e+00 5.76e+01
8 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 60000 7.27e+00 5.83e+01
9 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 67500 1.02e+01 6.72e+01
10 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 75000 1.21e+01 7.54e+01
11 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 82500 1.11e+01 7.46e+01
12 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 90000 1.10e+01 7.47e+01
13 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 97500 1.22e+01 7.58e+01
14 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 105000 1.26e+01 7.97e+01
15 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 112500 1.41e+01 8.75e+01
16 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 120000 1.40e+01 8.32e+01
17 A3C 8 8 1 2 2.50e-01 False 2.50e-01 0 0 8 127500 1.35e+01 8.11e+01
