# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
4 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 4000 6.00e-01 2.36e+01
5 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 5000 1.13e+00 3.33e+01
6 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 6000 1.59e+00 4.27e+01
7 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 7000 2.30e+00 5.20e+01
8 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 8000 3.05e+00 6.10e+01
9 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 9000 3.82e+00 6.98e+01
10 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 10000 4.55e+00 7.97e+01
11 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 11000 5.59e+00 8.77e+01
12 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 12000 6.69e+00 8.77e+01
13 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 13000 7.63e+00 8.88e+01
14 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 14000 8.77e+00 8.87e+01
15 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 15000 1.03e+01 9.07e+01
16 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 16000 1.15e+01 9.16e+01
17 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 17000 1.23e+01 9.07e+01
18 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 18000 1.34e+01 9.22e+01
19 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 19000 1.49e+01 9.27e+01
20 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 7 20000 1.56e+01 9.36e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 1000 3.28e-02 4.10e+00
2 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 2000 5.38e-02 5.37e+00
3 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 3000 5.48e-02 4.57e+00
4 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 4000 3.40e-01 1.22e+01
5 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 5000 6.30e-01 2.15e+01
6 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 6000 1.03e+00 3.11e+01
7 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 7000 1.54e+00 4.06e+01
8 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 8000 2.25e+00 4.96e+01
9 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 9000 3.12e+00 5.89e+01
10 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 10000 4.13e+00 6.85e+01
11 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 11000 5.29e+00 7.90e+01
12 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 12000 6.15e+00 8.83e+01
13 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 13000 7.06e+00 9.14e+01
14 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 14000 8.27e+00 9.21e+01
15 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 15000 8.62e+00 9.17e+01
16 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 16000 8.88e+00 9.27e+01
17 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 17000 8.92e+00 9.13e+01
18 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 18000 8.70e+00 8.96e+01
19 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 19000 8.21e+00 8.82e+01
20 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 8 20000 8.41e+00 8.93e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 1000 5.39e-02 4.15e+00
2 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 2000 9.59e-02 6.75e+00
3 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 3000 3.90e-01 1.71e+01
4 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 4000 8.50e-01 2.63e+01
5 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 5000 1.70e+00 3.55e+01
6 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 6000 2.58e+00 4.41e+01
7 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 7000 3.72e+00 5.32e+01
8 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 8000 5.04e+00 6.21e+01
9 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 9000 6.40e+00 7.10e+01
10 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 10000 7.56e+00 7.93e+01
11 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 11000 8.70e+00 8.66e+01
12 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 12000 9.53e+00 8.65e+01
13 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 13000 9.56e+00 8.47e+01
14 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 14000 1.04e+01 8.54e+01
15 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 15000 1.12e+01 8.56e+01
16 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 16000 1.07e+01 8.51e+01
17 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 17000 1.08e+01 8.72e+01
18 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 18000 1.05e+01 8.61e+01
19 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 19000 1.02e+01 8.83e+01
20 DQN 8 8 0 4 2.50e-01 False 2.50e-01 0 0 9 20000 1.03e+01 8.83e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 1000 5.41e-01 4.04e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 2000 3.97e+00 7.67e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 3000 1.24e+01 1.59e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 4000 2.19e+01 2.52e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 5000 3.14e+01 3.43e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 6000 4.13e+01 4.41e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 7000 5.06e+01 5.32e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 8000 5.99e+01 6.22e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 9000 6.91e+01 7.13e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 10000 7.82e+01 8.03e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 11000 8.76e+01 8.94e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 12000 8.87e+01 9.03e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 13000 8.79e+01 8.95e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 14000 8.78e+01 8.93e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 15000 8.73e+01 8.89e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 16000 8.62e+01 8.77e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 17000 8.47e+01 8.62e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 18000 8.36e+01 8.53e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 19000 8.45e+01 8.62e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 0 20000 8.32e+01 8.49e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 1000 5.04e-01 4.27e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 2000 3.77e+00 7.41e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 3000 1.33e+01 1.70e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 4000 2.20e+01 2.53e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 5000 3.20e+01 3.52e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 6000 4.13e+01 4.42e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 7000 5.04e+01 5.31e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 8000 5.97e+01 6.23e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 9000 6.89e+01 7.12e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 10000 7.86e+01 8.07e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 11000 8.79e+01 8.98e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 12000 8.74e+01 8.92e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 13000 8.72e+01 8.91e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 14000 8.69e+01 8.87e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 15000 8.66e+01 8.83e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 16000 8.66e+01 8.83e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 17000 8.60e+01 8.78e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 18000 8.64e+01 8.81e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 19000 8.37e+01 8.53e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 1 20000 8.43e+01 8.59e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 1000 5.60e-01 4.00e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 2000 4.05e+00 8.32e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 3000 1.25e+01 1.71e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 4000 2.21e+01 2.65e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 5000 3.10e+01 3.47e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 6000 4.05e+01 4.39e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 7000 4.97e+01 5.30e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 8000 5.89e+01 6.21e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 9000 6.80e+01 7.09e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 10000 7.78e+01 8.06e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 11000 8.77e+01 9.04e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 12000 8.98e+01 9.21e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 13000 9.03e+01 9.24e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 14000 9.11e+01 9.31e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 15000 9.14e+01 9.35e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 16000 9.08e+01 9.29e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 17000 9.15e+01 9.35e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 18000 9.09e+01 9.28e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 19000 9.00e+01 9.20e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 2 20000 8.95e+01 9.14e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 1000 4.90e-01 3.80e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 2000 4.34e+00 8.68e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 3000 1.33e+01 1.77e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 4000 2.27e+01 2.67e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 5000 3.24e+01 3.62e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 6000 4.18e+01 4.55e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 7000 5.01e+01 5.31e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 8000 5.99e+01 6.23e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 9000 6.94e+01 7.18e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 10000 7.84e+01 8.04e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 11000 8.81e+01 8.98e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 12000 8.85e+01 9.02e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 13000 8.65e+01 8.81e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 14000 8.50e+01 8.67e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 15000 8.51e+01 8.67e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 16000 8.56e+01 8.72e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 17000 8.42e+01 8.58e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 18000 8.62e+01 8.79e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 19000 8.64e+01 8.81e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 3 20000 8.48e+01 8.65e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 1000 4.38e-01 3.99e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 2000 3.69e+00 7.49e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 3000 1.29e+01 1.68e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 4000 2.21e+01 2.57e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 5000 3.15e+01 3.51e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 6000 4.07e+01 4.43e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 7000 4.98e+01 5.33e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 8000 5.87e+01 6.19e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 9000 6.81e+01 7.12e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 10000 7.80e+01 8.10e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 11000 8.66e+01 8.93e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 12000 8.70e+01 8.96e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 13000 8.77e+01 9.04e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 14000 8.69e+01 8.94e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 15000 8.70e+01 8.93e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 16000 8.36e+01 8.60e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 17000 8.43e+01 8.67e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 18000 8.25e+01 8.50e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 19000 8.13e+01 8.35e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 4 20000 8.17e+01 8.38e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 1000 5.08e-01 4.03e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 2000 3.29e+00 6.73e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 3000 1.15e+01 1.47e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 4000 2.13e+01 2.44e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 5000 3.04e+01 3.31e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 6000 3.98e+01 4.22e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 7000 4.96e+01 5.19e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 8000 5.86e+01 6.08e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 9000 6.87e+01 7.06e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 10000 7.77e+01 7.97e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 11000 8.75e+01 8.95e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 12000 8.80e+01 8.98e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 13000 8.86e+01 9.03e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 14000 8.92e+01 9.10e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 15000 8.91e+01 9.09e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 16000 8.72e+01 8.89e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 17000 8.87e+01 9.04e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 18000 8.85e+01 9.03e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 19000 8.92e+01 9.09e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 5 20000 8.75e+01 8.91e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 1000 4.44e-01 4.12e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 2000 3.45e+00 7.05e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 3000 1.26e+01 1.67e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 4000 2.10e+01 2.46e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 5000 3.03e+01 3.43e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 6000 3.91e+01 4.29e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 7000 4.83e+01 5.17e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 8000 5.83e+01 6.15e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 9000 6.71e+01 7.01e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 10000 7.68e+01 7.97e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 11000 8.33e+01 8.58e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 12000 8.33e+01 8.56e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 13000 8.35e+01 8.52e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 14000 8.44e+01 8.62e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 15000 8.40e+01 8.58e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 16000 8.60e+01 8.78e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 17000 8.60e+01 8.77e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 18000 8.58e+01 8.75e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 19000 8.65e+01 8.83e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 6 20000 8.61e+01 8.78e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 1000 4.78e-01 3.92e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 2000 4.22e+00 8.74e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 3000 1.34e+01 1.77e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 4000 2.28e+01 2.70e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 5000 3.19e+01 3.58e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 6000 4.10e+01 4.46e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 7000 5.05e+01 5.37e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 8000 5.95e+01 6.26e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 9000 6.92e+01 7.19e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 10000 7.81e+01 8.05e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 11000 8.48e+01 8.70e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 12000 8.39e+01 8.60e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 13000 8.36e+01 8.57e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 14000 8.25e+01 8.47e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 15000 8.34e+01 8.55e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 16000 8.20e+01 8.41e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 17000 8.21e+01 8.43e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 18000 8.28e+01 8.49e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 19000 8.24e+01 8.45e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 7 20000 8.39e+01 8.61e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 1000 5.04e-01 4.02e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 2000 5.14e+00 9.89e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 3000 1.35e+01 1.80e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 4000 2.31e+01 2.74e+01
5 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 5000 3.25e+01 3.65e+01
6 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 6000 4.19e+01 4.57e+01
7 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 7000 5.13e+01 5.48e+01
8 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 8000 5.99e+01 6.31e+01
9 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 9000 6.90e+01 7.17e+01
10 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 10000 7.80e+01 8.03e+01
11 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 11000 8.72e+01 8.92e+01
12 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 12000 8.85e+01 9.04e+01
13 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 13000 8.94e+01 9.13e+01
14 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 14000 8.98e+01 9.16e+01
15 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 15000 8.84e+01 9.02e+01
16 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 16000 8.72e+01 8.90e+01
17 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 17000 8.82e+01 9.01e+01
18 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 18000 8.70e+01 8.88e+01
19 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 19000 8.65e+01 8.82e+01
20 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 8 20000 8.62e+01 8.80e+01
# training_iteration, algorithm, state_space_size, action_space_size, delay, sequence_length, reward_density, make_denser, terminal_state_density, transition_noise, reward_noise, dummy_seed, timesteps_total, episode_reward_mean, episode_len_mean
1 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 1000 4.41e-01 3.69e+00
2 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 2000 4.02e+00 8.27e+00
3 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 3000 1.25e+01 1.66e+01
4 DQN 8 8 1 1 2.50e-01 False 2.50e-01 0 0 9 4000 2.11e+01 2.49e+01
